Accession,STD Annot.,Curated Loc.
AT1G80230.1,Rubredoxin-like superfamily protein,mitochondria
AT2G02050.1,"NADH-ubiquinone oxidoreductase B18 subunit, putative",mitochondria
AT2G03690.1,coenzyme Q biosynthesis Coq4 family protein / ubiquinone biosynthesis Coq4 family protein,mitochondria
AT2G03880.1,Pentatricopeptide repeat (PPR) superfamily protein,mitochondria
AT2G04842.1,"threonyl-tRNA synthetase, putative / threonine--tRNA ligase, putative",plastid stroma; mitochondria
AT2G05710.1,aconitase 3,mitochondria; cytosol
AT2G07698.1,"ATPase, F1 complex, alpha subunit protein; FUNCTIONS IN: hydrogen ion transporting ATP synthase activity, rotational mechanism, poly(U) RNA binding, zinc ion binding; INVOLVED IN: proton transport, ATP metabolic process, ATP synthesis coupled proton transport; LOCATED IN: in 7 components; EXPRESSED IN: male gametophyte, juvenile leaf, cultured cell, leaf; EXPRESSED DURING: seedling growth, seed development stages; CONTAINS InterPro DOMAIN/s: ATPase, F1 complex, alpha subunit (InterPro:IPR005294), ATPase, F1/V1/A1 complex, alpha/beta subunit, C-terminal (InterPro:IPR000793), ATPase, alpha/beta subunit, nucleotide-binding domain, active site (InterPro:IPR020003), ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal (InterPro:IPR004100), ATPase, F1/A1 complex, alpha/beta subunit, N-terminal (InterPro:IPR018118), ATPase, alpha/beta subunit, nucleotide-binding domain (InterPro:IPR000194); BEST Arabidopsis thaliana protein match is: ATP synthase subunit 1 (TAIR:ATMG01190.1); Has 42544 Blast hits to 42509 proteins in 10112 species: Archae - 769; Bacteria - 22602; Metazoa - 1520; Fungi - 703; Plants - 8267; Viruses - 0; Other Eukaryotes - 8683 (source: NCBI BLink).",mitochondria
AT2G07707.1,"Plant mitochondrial ATPase, F0 complex, subunit 8 protein; FUNCTIONS IN: cobalt ion binding; INVOLVED IN: ATP synthesis coupled proton transport; LOCATED IN: mitochondrion, vacuole, membrane; EXPRESSED IN: cultured cell, leaf; CONTAINS InterPro DOMAIN/s: ATPase, F0 complex, subunit 8, mitochondrial, plant (InterPro:IPR003319), Protein of unknown function DUF1082, plant mitochondria (InterPro:IPR009455); BEST Arabidopsis thaliana protein match is: Plant mitochondrial ATPase, F0 complex, subunit 8 protein (TAIR:ATMG00480.1); Has 226 Blast hits to 226 proteins in 79 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 218; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).",mitochondria
AT2G13560.1,NAD-dependent malic enzyme 1,mitochondria
AT2G13600.1,Pentatricopeptide repeat (PPR) superfamily protein,mitochondria
AT2G15680.1,Calcium-binding EF-hand family protein,mitochondria
AT2G17420.1,NADPH-dependent thioredoxin reductase A,mitochondria; cytosol
AT2G19490.1,recA DNA recombination family protein,stroma; mitochondria
AT2G19680.1,"Mitochondrial ATP synthase subunit G protein; FUNCTIONS IN: hydrogen ion transmembrane transporter activity; INVOLVED IN: proton transport, ATP synthesis coupled proton transport; LOCATED IN: mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, F0 complex, subunit G, mitochondrial (InterPro:IPR006808); BEST Arabidopsis thaliana protein match is: Mitochondrial ATP synthase subunit G protein (TAIR:AT4G29480.1); Has 96 Blast hits to 96 proteins in 21 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 93; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).",mitochondria
AT2G19680.2,Mitochondrial ATP synthase subunit G protein,mitochondria
AT2G19860.1,hexokinase 2,mitochondria
AT2G19860.2,hexokinase 2,mitochondria
AT2G20360.1,NAD(P)-binding Rossmann-fold superfamily protein,mitochondria
AT2G20420.1,ATP citrate lyase (ACL) family protein,mitochondria
AT2G20530.1,"prohibitin 6 (PHB6); INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plasma membrane, mitochondrial respiratory chain complex I, respiratory chain complex I, membrane; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: M germinated pollen stage; CONTAINS InterPro DOMAIN/s: Prohibitin (InterPro:IPR000163), Band 7 protein (InterPro:IPR001107); BEST Arabidopsis thaliana protein match is: prohibitin 1 (TAIR:AT4G28510.1); Has 3312 Blast hits to 3310 proteins in 1013 species: Archae - 176; Bacteria - 1509; Metazoa - 442; Fungi - 292; Plants - 251; Viruses - 11; Other Eukaryotes - 631 (source: NCBI BLink).",mitochondria
AT2G20530.2,"prohibitin 6 (PHB6); INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plasma membrane, mitochondrial respiratory chain complex I, respiratory chain complex I, membrane; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: M germinated pollen stage; CONTAINS InterPro DOMAIN/s: Prohibitin (InterPro:IPR000163), Band 7 protein (InterPro:IPR001107); BEST Arabidopsis thaliana protein match is: prohibitin 1 (TAIR:AT4G28510.1); Has 3312 Blast hits to 3310 proteins in 1013 species: Archae - 176; Bacteria - 1509; Metazoa - 442; Fungi - 292; Plants - 251; Viruses - 11; Other Eukaryotes - 631 (source: NCBI BLink).",mitochondria
AT2G20540.1,mitochondrial editing factor 21,mitochondria
AT2G20800.1,"NAD(P)H dehydrogenase B4 (NDB4); FUNCTIONS IN: NADH dehydrogenase activity; INVOLVED IN: oxidation reduction; LOCATED IN: extrinsic to mitochondrial inner membrane, mitochondrion, plastid; EXPRESSED IN: 7 plant structures; CONTAINS InterPro DOMAIN/s: Pyridine nucleotide-disulphide oxidoreductase, class-II (InterPro:IPR000103), FAD-dependent pyridine nucleotide-disulphide oxidoreductase (InterPro:IPR013027), Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region (InterPro:IPR001327), EF-HAND 2 (InterPro:IPR018249); BEST Arabidopsis thaliana protein match is: NAD(P)H dehydrogenase B3 (TAIR:AT4G21490.1); Has 11460 Blast hits to 10815 proteins in 2238 species: Archae - 334; Bacteria - 8988; Metazoa - 48; Fungi - 603; Plants - 426; Viruses - 0; Other Eukaryotes - 1061 (source: NCBI BLink).",mitochondria
AT2G20860.1,lipoic acid synthase 1,mitochondria
AT2G21385.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 49 Blast hits to 49 proteins",plastid stroma; mitochondria
AT2G21385.2,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 49 Blast hits to 49 proteins in 20 species: Archae,plastid stroma; mitochondria
AT2G21385.3,unknown protein.,plastid stroma; mitochondria
AT2G21385.4,unknown protein.,plastid stroma; mitochondria
AT2G21870.1,copper ion binding;cobalt ion binding;zinc ion binding,mitochondria
AT2G21870.2,copper ion binding;cobalt ion binding;zinc ion binding,mitochondria
AT2G22500.1,"Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).",mitochondria
AT2G22870.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein,plastid; mitochondria
AT2G25140.1,casein lytic proteinase B4,mitochondria
AT2G25840.1,"ovule abortion 4 (OVA4); FUNCTIONS IN: nucleotide binding, aminoacyl-tRNA ligase activity, tryptophan-tRNA ligase activity, ATP binding; INVOLVED IN: N-terminal protein myristoylation, tRNA aminoacylation for protein translation, ovule development; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aminoacyl-tRNA synthetase, class I, conserved site (InterPro:IPR001412), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Tryptophanyl-tRNA synthetase, class Ib (InterPro:IPR002306), Aminoacyl-tRNA synthetase, class Ib (InterPro:IPR002305); Has 9074 Blast hits to 9053 proteins in 2715 species: Archae - 101; Bacteria - 5434; Metazoa - 147; Fungi - 137; Plants - 44; Viruses - 0; Other Eukaryotes - 3211 (source: NCBI BLink).",plastid stroma; mitochondria
AT2G25840.2,Nucleotidylyl transferase superfamily protein,plastid stroma; mitochondria
AT2G25840.3,"ovule abortion 4 (OVA4); FUNCTIONS IN: aminoacyl-tRNA ligase activity, tryptophan-tRNA ligase activity, nucleotide binding, ATP binding; INVOLVED IN: tRNA aminoacylation for protein translation, ovule development; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aminoacyl-tRNA synthetase, class I, conserved site (InterPro:IPR001412), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Tryptophanyl-tRNA synthetase, class Ib (InterPro:IPR002306), Aminoacyl-tRNA synthetase, class Ib (InterPro:IPR002305); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",plastid stroma; mitochondria
AT2G26080.1,"glycine decarboxylase P-protein 2 (GLDP2); FUNCTIONS IN: glycine dehydrogenase (decarboxylating) activity, ATP binding; INVOLVED IN: oxidation reduction, glycine decarboxylation via glycine cleavage system, glycine metabolic process; LOCATED IN: mitochondrion, glycine cleavage complex, chloroplast, chloroplast envelope; EXPRESSED IN: 33 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Pyridoxal phosphate-dependent transferase, major domain (InterPro:IPR015424), Glycine cleavage system P-protein-like (InterPro:IPR020581), Glycine cleavage system P-protein (InterPro:IPR003437), Pyridoxal phosphate-dependent transferase, major region, subdomain 1 (InterPro:IPR015421), Glycine cleavage system P-protein, N-terminal (InterPro:IPR020580); BEST Arabidopsis thaliana protein match is: glycine decarboxylase P-protein 1 (TAIR:AT4G33010.1); Has 12461 Blast hits to 11458 proteins in 1938 species: Archae - 256; Bacteria - 5279; Metazoa - 139; Fungi - 214; Plants - 99; Viruses - 0; Other Eukaryotes - 6474 (source: NCBI BLink).",mitochondria
AT2G26140.1,FTSH protease 4,mitochondria
AT2G27730.1,copper ion binding,mitochondria
AT2G29080.1,FTSH protease 3,mitochondria
AT2G29530.1,Encodes a small zinc finger-like protein that is a component of the mitochondrial protein import apparatus.,mitochondria
AT2G29530.2,Tim10/DDP family zinc finger protein,mitochondria
AT2G29530.3,Encodes a small zinc finger-like protein that is a component of the mitochondrial protein import apparatus.,mitochondria
AT2G29990.1,"alternative NAD(P)H dehydrogenase 2 (NDA2); FUNCTIONS IN: NADH dehydrogenase activity, oxidoreductase activity, FAD binding; INVOLVED IN: oxidation reduction; LOCATED IN: intrinsic to mitochondrial inner membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: FAD-dependent pyridine nucleotide-disulphide oxidoreductase (InterPro:IPR013027), Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region (InterPro:IPR001327); BEST Arabidopsis thaliana protein match is: alternative NAD(P)H dehydrogenase 1 (TAIR:AT1G07180.1); Has 11797 Blast hits to 11597 proteins in 2273 species: Archae - 301; Bacteria - 9312; Metazoa - 49; Fungi - 695; Plants - 411; Viruses - 0; Other Eukaryotes - 1029 (source: NCBI BLink).",peroxisome; mitochondria
AT2G30920.1,coenzyme Q 3,mitochondria
AT2G30970.1,ASPARTATE AMINOTRANSFERASE 1,mitochondria
AT2G30970.2,aspartate aminotransferase 1,mitochondria
AT2G31170.1,"Cysteinyl-tRNA synthetase, class Ia family protein",plastid stroma; mitochondria
AT2G31170.2,"Cysteinyl-tRNA synthetase, class Ia family protein",plastid stroma; mitochondria
AT2G31490.1,unknown protein; Has 55 Blast hits to 55 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 55; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,mitochondria
AT2G31500.1,member of Calcium Dependent Protein Kinase,mitochondria
AT2G32230.1,proteinaceous RNase P 1,plastid nucleoid; mitochondria
AT2G32390.1,"Encodes a ionotropic glutamate receptor ortholog, a member of a putative ligand-gated ion channel subunit family",mitochondria
AT2G32390.2,"Encodes a ionotropic glutamate receptor ortholog, a member of a putative ligand-gated ion channel subunit family",mitochondria
AT2G32390.3,glutamate receptor 3.5,mitochondria
AT2G33040.1,gamma subunit of Mt ATP synthase,mitochondria
AT2G33210.1,heat shock protein 60-2,mitochondria
AT2G33210.2,"heat shock protein 60-2 (HSP60-2); CONTAINS InterPro DOMAIN/s: Chaperonin Cpn60/TCP-1 (InterPro:IPR002423), Chaperonin Cpn60, conserved site (InterPro:IPR018370), Chaperonin Cpn60 (InterPro:IPR001844); BEST Arabidopsis thaliana protein match is: heat shock protein 60 (TAIR:AT3G23990.1).",mitochondria
AT2G33220.1,GRIM-19 protein,mitochondria
AT2G33820.1,Mitochondrial substrate carrier family protein,mitochondria
AT2G34630.1,Encodes a geranyl diphosphate synthase. RNAi lines are dwarf. T-DNA knock-out lines are embryo lethal.,mitochondria
AT2G34630.2,geranyl diphosphate synthase 1,mitochondria
AT2G35370.1,Encodes glycine decarboxylase complex H protein. Involved in photorespiration.,mitochondria
AT2G37410.1,"Mitochondrial inner membrane translocase. Together with AtTIM17-1, TIM17-2 has a long C-terminal extension not present in other TIMs. The extension is located in the outer membrane and so TIM17-2 links the inner and outer mitochondrial membranes. The C-terminal region is essential for protein import into mitochondria via the general import pathway but is not necessary for import via the carrier pathway.",mitochondria
AT2G37410.2,translocase inner membrane subunit 17-2,mitochondria
AT2G39290.1,phosphatidylglycerolphosphate synthase 1,plastid; mitochondria
AT2G40300.1,ferritin 4,plastid; mitochondria
AT2G40765.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, mitochondrial respiratory chain complex III; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 32 Blast hits to 32 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 32; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",mitochondria
AT2G42210.1,"Homologous to pea OEP16 and barley pPORA (OEP16), a member of Arabidopsis OEP16 family.",mitochondria
AT2G42210.2,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein,mitochondria
AT2G42210.3,"Homologous to pea OEP16 and barley pPORA (OEP16), a member of Arabidopsis OEP16 family.",mitochondria
AT2G42210.4,"Homologous to pea OEP16 and barley pPORA (OEP16), a member of Arabidopsis OEP16 family.",mitochondria
AT2G43400.1,electron-transfer flavoprotein:ubiquinone oxidoreductase,mitochondria
AT2G44020.1,Mitochondrial transcription termination factor family protein,mitochondria
AT2G44350.1,Citrate synthase family protein,mitochondria
AT2G44350.2,Citrate synthase family protein,mitochondria
AT2G44520.1,cytochrome c oxidase 10,mitochondria
AT2G44610.1,Ras-related small GTP-binding family protein,mitochondria; cytosol
AT2G45060.1,Uncharacterised conserved protein UCP022280,mitochondria
AT2G45270.1,glycoprotease 1,mitochondria
AT2G46110.1,ketopantoate hydroxymethyltransferase 1,mitochondria
AT2G46505.1,succinate dehydrogenase subunit 4,mitochondria
AT2G47510.1,"Encodes a mitochondrial-localized protein. The FUM1 gene appears to be essential, suggesting that FUM1 may play a crucial role as a fumarase in the tricarboxylic acid cycle.",mitochondria
AT2G47510.2,fumarase 1,mitochondria
AT3G01020.1,"Encodes a mitochondrial protein similar to E.coli IscU. In bacteria, IscU is a scaffold protein accepting sulfur and iron to build a transient Fe-S cluster,which is subsequently transferred to a target apoprotein.",mitochondria
AT3G01280.1,voltage dependent anion channel 1,mitochondria
AT3G01800.1,Ribosome recycling factor,mitochondria
AT3G02090.1,Insulinase (Peptidase family M16) protein,mitochondria
AT3G02090.2,Insulinase (Peptidase family M16) protein,mitochondria
AT3G02660.1,"Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial",plastid stroma; mitochondria
AT3G02780.1,isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2,mitochondria; cytosol
AT3G03380.1,DegP protease 7,plastid; nucleus; mitochondria
AT3G03580.1,Tetratricopeptide repeat (TPR)-like superfamily protein; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR) superfamily protein (TAIR:AT4G18750.1); Has 54534 Blast hits to 14239 proteins in 270 species: Archae - 2; Bacteria - 13; Metazoa - 57; Fungi - 143; Plants - 53473; Viruses - 0; Other Eukaryotes - 846 (source: NCBI BLink).,mitochondria
AT3G04800.1,"translocase inner membrane subunit 23-3 (TIM23-3); FUNCTIONS IN: protein transporter activity, P-P-bond-hydrolysis-driven protein transmembrane transporter activity; INVOLVED IN: protein transport; LOCATED IN: mitochondrial inner membrane, mitochondrial inner membrane presequence translocase complex; EXPRESSED IN: cotyledon, embryo, root, flower, leaf; EXPRESSED DURING: E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Mitochondrial inner membrane translocase complex, subunit Tim17/22 (InterPro:IPR003397); BEST Arabidopsis thaliana protein match is: translocase of inner mitochondrial membrane 23 (TAIR:AT1G17530.1); Has 382 Blast hits to 381 proteins in 143 species: Archae - 0; Bacteria - 0; Metazoa - 134; Fungi - 102; Plants - 115; Viruses - 0; Other Eukaryotes - 31 (source: NCBI BLink).",mitochondria
AT3G05240.1,Encodes a pentatricopeptide repeat protein (PPR) protein involved in mitochondrial mRNA editing.,mitochondria
AT3G05790.1,"Encodes a member of the Lon protease-like proteins (Lon1/At5g26860, Lon2/At5g47040, Lon3/At3g05780, Lon4/At3g05790). Lon is a multifunctional ATP-dependent protease which exists in bacteria, archaea and within organelles in eukaryotic cells. Lon proteases are responsible for the degradation of abnormal, damaged and unstable proteins.",plastid; mitochondria
AT3G06050.1,peroxiredoxin IIF,mitochondria
AT3G06483.1,pyruvate dehydrogenase kinase,mitochondria
AT3G06850.1,dihydrolipoamide branched chain acyltransferase,mitochondria
AT3G06850.2,2-oxoacid dehydrogenases acyltransferase family protein,mitochondria
AT3G07480.1,"2Fe-2S ferredoxin-like superfamily protein; FUNCTIONS IN: electron carrier activity, iron-sulfur cluster binding; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ferredoxin (InterPro:IPR001041), Beta-grasp fold, ferredoxin-type (InterPro:IPR012675); Has 1263 Blast hits to 1263 proteins in 213 species: Archae - 0; Bacteria - 293; Metazoa - 132; Fungi - 8; Plants - 41; Viruses - 0; Other Eukaryotes - 789 (source: NCBI BLink).",mitochondria
AT3G07770.1,HEAT SHOCK PROTEIN 89.1,mitochondria
AT3G08580.1,mitochondrial ADP/ATP carrier,mitochondria
AT3G08580.2,ADP/ATP carrier 1,mitochondria
AT3G08950.1,electron transport SCO1/SenC family protein,mitochondria
AT3G09040.1,Pentatricopeptide repeat (PPR) superfamily protein,mitochondria
AT3G09810.1,Encodes a catalytic subunit of the mitochondrially-localized NAD+- dependent isocitrate dehydrogenase,mitochondria
AT3G10140.1,RECA homolog 3,mitochondria
AT3G10160.1,DHFS-FPGS homolog C,mitochondria
AT3G10270.1,DNA GYRASE B1,plastid nucleoid; mitochondria
AT3G10690.1,DNA GYRASE A,plastid; mitochondria
AT3G10920.1,manganese superoxide dismutase 1,mitochondria
AT3G10920.2,manganese superoxide dismutase (MSD1),mitochondria
AT3G11460.1,Pentatricopeptide repeat (PPR) superfamily protein; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR) superfamily protein (TAIR:AT4G30700.1); Has 38316 Blast hits to 13864 proteins in 256 species: Archae - 0; Bacteria - 8; Metazoa - 61; Fungi - 80; Plants - 37599; Viruses - 0; Other Eukaryotes - 568 (source: NCBI BLink).,mitochondria
AT3G12260.1,LYR family of Fe/S cluster biogenesis protein,mitochondria
AT3G12770.1,mitochondrial editing factor 22,mitochondria
AT3G13110.1,serine acetyltransferase 2;2,mitochondria
AT3G13490.1,"Lysyl-tRNA synthetase, class II",plastid stroma; mitochondria
AT3G13860.1,heat shock protein 60-3A,mitochondria
AT3G13930.1,"Dihydrolipoamide acetyltransferase, long form protein",mitochondria
AT3G15000.1,cobalt ion binding,plastid; mitochondria
AT3G15020.1,"Lactate/malate dehydrogenase family protein; FUNCTIONS IN: malate dehydrogenase activity, copper ion binding; INVOLVED IN: defense response to bacterium; LOCATED IN: mitochondrion, apoplast, membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Lactate/malate dehydrogenase, N-terminal (InterPro:IPR001236), Lactate/malate dehydrogenase, C-terminal (InterPro:IPR022383), NAD(P)-binding domain (InterPro:IPR016040), Malate dehydrogenase, NAD-dependent, eukaryote/gamma proteobacteria (InterPro:IPR010097), L-lactate/malate dehydrogenase (InterPro:IPR001557), Malate dehydrogenase, active site (InterPro:IPR001252), Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal (InterPro:IPR015955); BEST Arabidopsis thaliana protein match is: Lactate/malate dehydrogenase family protein (TAIR:AT1G53240.1); Has 17183 Blast hits to 17180 proteins in 5309 species: Archae - 237; Bacteria - 12010; Metazoa - 1188; Fungi - 539; Plants - 657; Viruses - 0; Other Eukaryotes - 2552 (source: NCBI BLink).",mitochondria
AT3G15020.2,"Lactate/malate dehydrogenase family protein; FUNCTIONS IN: malate dehydrogenase activity, copper ion binding; INVOLVED IN: defense response to bacterium; LOCATED IN: mitochondrion, apoplast, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Lactate/malate dehydrogenase, C-terminal (InterPro:IPR022383), Malate dehydrogenase, NAD-dependent, eukaryote/gamma proteobacteria (InterPro:IPR010097), NAD(P)-binding domain (InterPro:IPR016040), L-lactate/malate dehydrogenase (InterPro:IPR001557), Lactate/malate dehydrogenase, N-terminal (InterPro:IPR001236), Malate dehydrogenase, active site (InterPro:IPR001252), Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal (InterPro:IPR015955); BEST Arabidopsis thaliana protein match is: Lactate/malate dehydrogenase family protein (TAIR:AT1G53240.1); Has 16805 Blast hits to 16803 proteins in 5273 species: Archae - 237; Bacteria - 11900; Metazoa - 1175; Fungi - 513; Plants - 469; Viruses - 0; Other Eukaryotes - 2511 (source: NCBI BLink).",mitochondria
AT3G15352.1,cytochrome c oxidase 17,mitochondria
AT3G15640.1,Rubredoxin-like superfamily protein,mitochondria
AT3G15640.2,"Rubredoxin-like superfamily protein; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase, subunit Vb (InterPro:IPR002124); BEST Arabidopsis thaliana protein match is: Rubredoxin-like superfamily protein (TAIR:AT1G80230.1); Has 464 Blast hits to 464 proteins in 159 species: Archae - 0; Bacteria - 0; Metazoa - 230; Fungi - 86; Plants - 102; Viruses - 0; Other Eukaryotes - 46 (source: NCBI BLink).",mitochondria
AT3G15660.1,"glutaredoxin 4 (GRX4); FUNCTIONS IN: metal ion binding; INVOLVED IN: cell redox homeostasis; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Glutaredoxin (InterPro:IPR002109), Glutaredoxin-related protein (InterPro:IPR004480), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: thioredoxin family protein (TAIR:AT4G04950.1); Has 5304 Blast hits to 5116 proteins in 1283 species: Archae - 26; Bacteria - 2189; Metazoa - 461; Fungi - 314; Plants - 385; Viruses - 0; Other Eukaryotes - 1929 (source: NCBI BLink).",mitochondria
AT3G15660.2,glutaredoxin 4,mitochondria
AT3G16170.1,AMP-dependent synthetase and ligase family protein,mitochondria; cytosol
AT3G16260.1,tRNAse Z4,mitochondria
AT3G16480.1,"mitochondrial processing peptidase alpha subunit (MPPalpha); FUNCTIONS IN: metalloendopeptidase activity, catalytic activity, zinc ion binding, metal ion binding; INVOLVED IN: proteolysis; LOCATED IN: in 8 components; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase M16, zinc-binding site (InterPro:IPR001431), Peptidase M16, C-terminal (InterPro:IPR007863), Peptidase M16, N-terminal (InterPro:IPR011765), Metalloenzyme, LuxS/M16 peptidase-like, metal-binding (InterPro:IPR011249), Peptidase M16, core (InterPro:IPR011237); BEST Arabidopsis thaliana protein match is: Insulinase (Peptidase family M16) protein (TAIR:AT1G51980.1); Has 6415 Blast hits to 6299 proteins in 1510 species: Archae - 10; Bacteria - 3712; Metazoa - 680; Fungi - 566; Plants - 250; Viruses - 3; Other Eukaryotes - 1194 (source: NCBI BLink).",plastid; mitochondria
AT3G16540.1,Encodes a putative DegP protease.,mitochondria
AT3G16550.1,Encodes a putative DegP protease.,mitochondria
AT3G17240.1,lipoamide dehydrogenase precursor,mitochondria
AT3G17240.2,lipoamide dehydrogenase precursor,mitochondria
AT3G17240.3,lipoamide dehydrogenase 2,mitochondria
AT3G17910.1,Surfeit locus 1 cytochrome c oxidase biogenesis protein,mitochondria
AT3G18630.1,uracil dna glycosylase,mitochondria
AT3G18970.1,mitochondrial editing factor 20,mitochondria
AT3G19170.1,Zinc metalloprotease pitrilysin subfamily A. Signal peptide degrading enzyme targeted to mitochondria and chloroplasts. Expressed only in siliques and flowers,plastid stroma; mitochondria
AT3G19170.2,Zinc metalloprotease pitrilysin subfamily A. Signal peptide degrading enzyme targeted to mitochondria and chloroplasts. Expressed only in siliques and flowers,plastid stroma; mitochondria
AT3G20000.1,translocase of the outer mitochondrial membrane 40,mitochondria
AT3G20040.1,"ATHXK4; FUNCTIONS IN: hexokinase activity, ATP binding; INVOLVED IN: glucose catabolic process to butanediol, glucose catabolic process to lactate and acetate, glycolysis, carbohydrate metabolic process, glucose catabolic process to D-lactate and ethanol; LOCATED IN: mitochondrion; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 8 growth stages; CONTAINS InterPro DOMAIN/s: Hexokinase, N-terminal (InterPro:IPR022672), Hexokinase, C-terminal (InterPro:IPR022673), Hexokinase (InterPro:IPR001312); BEST Arabidopsis thaliana protein match is: hexokinase-like 1 (TAIR:AT1G50460.1); Has 2384 Blast hits to 2114 proteins in 325 species: Archae - 0; Bacteria - 92; Metazoa - 1269; Fungi - 602; Plants - 288; Viruses - 0; Other Eukaryotes - 133 (source: NCBI BLink).",mitochondria
AT3G20540.1,polymerase gamma 1,mitochondria
AT3G20970.1,NFU domain protein 4,mitochondria
AT3G20970.2,"Encodes a protein containing the NFU domain that may be involved in iron-sulfur cluster assembly. Part of a five member gene family, more closely related to NFU5 than to NFU1,2, and 3. Targeted to the mitochondrion.",mitochondria
AT3G21390.1,Mitochondrial substrate carrier family protein,mitochondria
AT3G22200.1,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein,mitochondria
AT3G22200.2,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein,mitochondria
AT3G22310.1,"Sequence similarity ot DEAD-box RNA helicases. Binds RNA and DNA. Involved in drought, salt and cold stress responses.",mitochondria
AT3G22330.1,putative mitochondrial RNA helicase 2,mitochondria
AT3G23070.1,CRM family member 3A,plastid stroma; mitochondria
AT3G23990.1,heat shock protein 60,mitochondria
